app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
modbus-read-holding-registers	modbus	447062	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446630	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447029	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447110	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446023	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447098	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447142	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446886	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446741	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446863	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447091	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	449535	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447093	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447480	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448166	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447167	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448120	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447172	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	448418	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446369	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447381	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	440123	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447434	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446730	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446787	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446969	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447200	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446667	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446908	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447170	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447014	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446991	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	446544	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	447804	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
modbus-read-holding-registers	modbus	445993	ics-protocols	2	tcp	84.3.251.103	84.3.251.102
